"geneid","strand","fiveprime","threeprime"
"Pc2109T1C00042269g0000240","+",2059,16799
"Pc2109T1C00042269g0000250","-",2263,16799
"Pc2109T1C00042269g0000260","-",22,2263
"Pc2109T1C00042269g0000270","-",3214,22
"Pc2109T1C00042269g0000280","+",3214,4033
"Pc2109T1C00042269g0000290","-",725,4033
"Pc2109T1C00042269g0000300","-",373,725
"Pc2109T1C00042269g0000310","-",737,373
"Pc2109T1C00000970g0000140","-",655,126
"Pc2109T1C00000970g0000130","+",367,126
"Pc2109T1C00042269g0000320","+",737,3449
"Pc2109T1C00042269g0000340","-",6878,485
"Pc2109T1C00042269g0000330","+",3449,485
"Pc2109T1C00042269g0000350","-",32350,6878
"Pc2109T1C00042269g0000360","-",3215,32350
"Pc2109T1C00042269g0000370","-",460,3215
"Pc2109T1C00042269g0000380","-",25379,460
"Pc2109T1C00042269g0000390","-",12,25379
"Pc2109T1C00042269g0000400","-",NA,12
"Pc2109T1C00042276g0000010","+",NA,1374
"Pc2109T1C00042276g0000020","-",533,1374
"Pc2109T1C00042276g0000030","+",533,1036
"Pc2109T1C00042276g0000040","+",1036,171
"Pc2109T1C00042276g0000060","-",2179,317
"Pc2109T1C00042276g0000050","+",171,317
"Pc2109T1C00042280g0000010","+",NA,6567
"Pc2109T1C00042280g0000020","+",6567,22212
"Pc2109T1C00042280g0000030","+",22212,107215
"Pc2109T1C00042280g0000040","+",107215,146107
"Pc2109T1C00042280g0000060","-",500,104
"Pc2109T1C00042280g0000050","+",146107,104
"Pc2109T1C00000970g0000160","-",1385,897
"Pc2109T1C00000970g0000150","+",655,897
"Pc2109T1C00042280g0000070","-",626,500
"Pc2109T1C00042280g0000080","-",937,626
"Pc2109T1C00042280g0000090","+",937,267
"Pc2109T1C00042280g0000100","+",267,118
"Pc2109T1C00042280g0000110","+",118,574
"Pc2109T1C00042280g0000120","+",574,266
"Pc2109T1C00042280g0000130","-",305,266
"Pc2109T1C00042280g0000140","-",2011,305
"Pc2109T1C00042280g0000150","+",2011,259
"Pc2109T1C00042280g0000160","-",550,259
"Pc2109T1C00042280g0000170","-",229,550
"Pc2109T1C00042280g0000180","+",229,67
"Pc2109T1C00042280g0000190","-",1611,67
"Pc2109T1C00042280g0000200","-",1585,1611
"Pc2109T1C00042280g0000210","-",2387,1585
"Pc2109T1C00042280g0000220","-",5432,2387
"Pc2109T1C00042280g0000230","-",3895,5432
"Pc2109T1C00042280g0000240","+",3895,1267
"Pc2109T1C00042280g0000250","+",1267,659
"Pc2109T1C00000970g0000170","+",1385,5548
"Pc2109T1C00000970g0000190","-",77,5548
"Pc2109T1C00042280g0000270","-",933,641
"Pc2109T1C00042280g0000260","+",659,641
"Pc2109T1C00042280g0000280","-",2247,933
"Pc2109T1C00042280g0000290","+",2247,126
"Pc2109T1C00042280g0000300","+",126,4657
"Pc2109T1C00042280g0000310","+",4657,555
"Pc2109T1C00042280g0000320","+",555,3718
"Pc2109T1C00042280g0000330","-",486,3718
"Pc2109T1C00042280g0000340","+",486,2133
"Pc2109T1C00042280g0000360","-",13109,366
"Pc2109T1C00042280g0000350","+",2133,366
"Pc2109T1C00000970g0000200","-",3322,77
"Pc2109T1C00000970g0000180","+",5548,77
"Pc2109T1C00000970g0000210","-",227,3322
"Pc2109T1C00000970g0000220","-",835,227
"Pc2109T1C00000100g0000050","-",1019,3506
"Pc2109T1C00000970g0000230","+",835,29
"Pc2109T1C00000970g0000240","+",29,129
"Pc2109T1C00000970g0000250","+",129,589
"Pc2109T1C00000977g0000020","-",747,3796
"Pc2109T1C00000977g0000030","+",747,1743
"Pc2109T1C00000977g0000040","-",283,1743
"Pc2109T1C00000977g0000060","-",254,23681
"Pc2109T1C00000977g0000050","+",283,23681
"Pc2109T1C00000977g0000080","-",333,114
"Pc2109T1C00000977g0000070","+",254,114
"Pc2109T1C00000100g0000060","-",44538,1019
"Pc2109T1C00000977g0000090","-",3329,333
"Pc2109T1C00000977g0000100","-",159,3329
"Pc2109T1C00000977g0000120","-",1177,1099
"Pc2109T1C00000977g0000110","+",159,1099
"Pc2109T1C00000977g0000130","-",32,1177
"Pc2109T1C00000977g0000140","-",2476,32
"Pc2109T1C00000977g0000150","-",9,2476
"Pc2109T1C00000977g0000160","-",NA,9
"Pc2109T1C00000100g0000070","-",40030,44538
"Pc2109T1C00000983g0000020","+",194,273
"Pc2109T1C00000983g0000030","+",273,3990
"Pc2109T1C00000983g0000050","-",977,794
"Pc2109T1C00000983g0000040","+",3990,794
"Pc2109T1C00000983g0000060","+",977,296
"Pc2109T1C00000983g0000070","+",296,1488
"Pc2109T1C00000983g0000080","+",1488,38
"Pc2109T1C00000983g0000090","+",38,14
"Pc2109T1C00000983g0000100","+",14,294
"Pc2109T1C00000983g0000110","-",791,294
"Pc2109T1C00000983g0000120","+",791,9273
"Pc2109T1C00000983g0000130","+",9273,19010
"Pc2109T1C00000983g0000140","+",19010,2750
"Pc2109T1C00000983g0000150","+",2750,2727
"Pc2109T1C00000983g0000160","+",2727,2745
"Pc2109T1C00000983g0000170","+",2745,2744
"Pc2109T1C00000988g0000010","+",NA,404
"Pc2109T1C00000988g0000030","-",264,70
"Pc2109T1C00000988g0000020","+",404,70
"Pc2109T1C00000988g0000040","-",265,264
"Pc2109T1C00000100g0000080","+",40030,2825
"Pc2109T1C00000988g0000050","+",265,539
"Pc2109T1C00000988g0000060","-",235,539
"Pc2109T1C00000988g0000070","+",235,244
"Pc2109T1C00000988g0000090","-",10234,273
"Pc2109T1C00000988g0000080","+",244,273
"Pc2109T1C00000988g0000100","+",10234,827
"Pc2109T1C00000988g0000110","+",827,7971
"Pc2109T1C00000988g0000120","+",7971,123
"Pc2109T1C00000988g0000130","-",987,123
"Pc2109T1C00000988g0000140","+",987,444
"Pc2109T1C00000988g0000150","-",1142,444
"Pc2109T1C00000100g0000100","-",1824,425
"Pc2109T1C00000100g0000090","+",2825,425
"Pc2109T1C00000988g0000170","-",729,953
"Pc2109T1C00000988g0000160","+",1142,953
"Pc2109T1C00000988g0000180","-",160,729
"Pc2109T1C00000988g0000200","-",1247,7002
"Pc2109T1C00000988g0000190","+",160,7002
"Pc2109T1C00000988g0000210","-",405,1247
"Pc2109T1C00000988g0000220","-",500,405
"Pc2109T1C00000988g0000230","-",5224,500
"Pc2109T1C00000988g0000240","+",5224,5825
"Pc2109T1C00000012g0000220","-",1779,1177
"Pc2109T1C00000100g0000110","-",956,1824
"Pc2109T1C00000988g0000260","-",2799,766
"Pc2109T1C00000988g0000250","+",5825,766
"Pc2109T1C00000989g0000020","-",735,684
"Pc2109T1C00000989g0000010","+",NA,684
"Pc2109T1C00000989g0000030","-",7041,735
"Pc2109T1C00000989g0000040","-",1184,7041
"Pc2109T1C00000989g0000060","-",NA,9471
"Pc2109T1C00000989g0000050","+",1184,9471
"Pc2109T1C00000991g0000010","+",NA,311
"Pc2109T1C00000991g0000020","+",311,29
"Pc2109T1C00000991g0000030","+",29,332
"Pc2109T1C00000100g0000120","-",39,956
"Pc2109T1C00000991g0000040","+",332,77
"Pc2109T1C00000991g0000060","-",1152,390
"Pc2109T1C00000991g0000050","+",77,390
"Pc2109T1C00000991g0000080","-",37541,20501
"Pc2109T1C00000991g0000070","+",1152,20501
"Pc2109T1C00000997g0000030","-",393,156
"Pc2109T1C00000997g0000020","+",2337,156
"Pc2109T1C00000997g0000040","+",393,322
"Pc2109T1C00000997g0000050","+",322,1444
"Pc2109T1C00000997g0000060","+",1444,143
"Pc2109T1C00000997g0000070","+",143,19
"Pc2109T1C00000997g0000090","-",171,134
"Pc2109T1C00000997g0000080","+",19,134
"Pc2109T1C00000997g0000100","+",171,240
"Pc2109T1C00000997g0000110","+",240,261
"Pc2109T1C00000997g0000120","+",261,404
"Pc2109T1C00000997g0000140","-",1180,251
"Pc2109T1C00000997g0000130","+",404,251
"Pc2109T1C00000997g0000150","-",1291,1180
"Pc2109T1C00000997g0000160","-",1153,1291
"Pc2109T1C00000100g0000130","+",39,421
"Pc2109T1C00000997g0000170","-",1676,1153
"Pc2109T1C00000997g0000190","-",4950,231
"Pc2109T1C00000997g0000180","+",1676,231
"Pc2109T1C00000997g0000200","-",1783,4950
"Pc2109T1C00000997g0000210","-",NA,1783
"Pc2109T1C00001034g0000020","-",5688,489
"Pc2109T1C00001034g0000030","+",5688,87
"Pc2109T1C00001034g0000040","+",87,1377
"Pc2109T1C00001034g0000050","+",1377,498
"Pc2109T1C00000100g0000150","-",31401,2956
"Pc2109T1C00000100g0000140","+",421,2956
"Pc2109T1C00001034g0000070","-",1082,246
"Pc2109T1C00001034g0000060","+",498,246
"Pc2109T1C00001034g0000080","-",1344,1082
"Pc2109T1C00001034g0000090","+",1344,1780
"Pc2109T1C00001034g0000100","-",21628,1780
"Pc2109T1C00001034g0000110","-",2040,21628
"Pc2109T1C00001034g0000120","+",2040,12321
"Pc2109T1C00001034g0000130","+",12321,247
"Pc2109T1C00001034g0000140","+",247,35
"Pc2109T1C00001034g0000150","+",35,35260
"Pc2109T1C00001034g0000160","-",4375,35260
"Pc2109T1C00001034g0000170","+",4375,1000
"Pc2109T1C00001034g0000180","+",1000,20430
"Pc2109T1C00001034g0000190","+",20430,884
"Pc2109T1C00001034g0000200","-",82,884
"Pc2109T1C00001034g0000210","-",74,82
"Pc2109T1C00001034g0000220","-",1640,74
"Pc2109T1C00001034g0000230","-",24342,1640
"Pc2109T1C00001034g0000240","+",24342,96773
"Pc2109T1C00001034g0000250","+",96773,11691
"Pc2109T1C00000100g0000160","+",31401,1923
"Pc2109T1C00001034g0000260","+",11691,1113
"Pc2109T1C00001034g0000270","+",1113,630
"Pc2109T1C00001046g0000010","+",NA,13415
"Pc2109T1C00001046g0000020","+",13415,2221
"Pc2109T1C00001046g0000030","+",2221,108064
"Pc2109T1C00001046g0000040","+",108064,159
"Pc2109T1C00001046g0000050","-",217,159
"Pc2109T1C00001046g0000060","-",901,217
"Pc2109T1C00001046g0000080","-",318,1702
"Pc2109T1C00001046g0000070","+",901,1702
"Pc2109T1C00001046g0000090","-",1224,318
"Pc2109T1C00000100g0000180","-",1825,572
"Pc2109T1C00000100g0000170","+",1923,572
"Pc2109T1C00001046g0000100","+",1224,217
"Pc2109T1C00001046g0000120","-",1778,227
"Pc2109T1C00001046g0000110","+",217,227
"Pc2109T1C00001046g0000130","+",1778,41
"Pc2109T1C00001046g0000150","-",5637,264
"Pc2109T1C00001046g0000140","+",41,264
"Pc2109T1C00001046g0000160","-",289,5637
"Pc2109T1C00001046g0000180","-",2469,5455
"Pc2109T1C00001046g0000170","+",289,5455
"Pc2109T1C00001046g0000190","+",2469,35094
"Pc2109T1C00001046g0000200","-",2056,35094
"Pc2109T1C00001046g0000210","+",2056,305
"Pc2109T1C00001046g0000230","-",992,17504
"Pc2109T1C00001046g0000220","+",305,17504
"Pc2109T1C00001046g0000240","-",261,992
"Pc2109T1C00001046g0000260","-",670,2664
"Pc2109T1C00001046g0000250","+",261,2664
"Pc2109T1C00001046g0000270","+",670,127
"Pc2109T1C00001046g0000280","-",1238,127
"Pc2109T1C00001046g0000290","-",181,1238
"Pc2109T1C00000100g0000190","+",1825,314
"Pc2109T1C00000100g0000200","-",1507,314
"Pc2109T1C00001046g0000300","-",175,181
"Pc2109T1C00001046g0000320","-",376,204
"Pc2109T1C00001046g0000310","+",175,204
"Pc2109T1C00001046g0000330","-",450,376
"Pc2109T1C00001046g0000340","-",1983,450
"Pc2109T1C00001046g0000350","+",1983,673
"Pc2109T1C00001047g0000010","+",NA,556
"Pc2109T1C00001047g0000030","-",2938,40
"Pc2109T1C00001047g0000020","+",556,40
"Pc2109T1C00001047g0000040","-",2873,2938
"Pc2109T1C00001047g0000050","-",NA,2873
"Pc2109T1C00001055g0000020","+",164,9111
"Pc2109T1C00001055g0000030","-",68665,9111
"Pc2109T1C00001055g0000040","-",NA,68665
"Pc2109T1C00001066g0000020","-",NA,41569
"Pc2109T1C00001067g0000020","-",600,1267
"Pc2109T1C00001067g0000030","+",600,269
"Pc2109T1C00001067g0000040","+",269,33
"Pc2109T1C00001067g0000050","-",601,33
"Pc2109T1C00001067g0000060","-",1117,601
"Pc2109T1C00000100g0000210","+",1507,2120
"Pc2109T1C00001067g0000070","+",1117,92
"Pc2109T1C00001067g0000080","-",686,92
"Pc2109T1C00001067g0000090","+",686,49879
"Pc2109T1C00001090g0000010","+",NA,362
"Pc2109T1C00001090g0000030","-",239,3187
"Pc2109T1C00001090g0000020","+",362,3187
"Pc2109T1C00001090g0000040","-",20460,239
"Pc2109T1C00001090g0000050","-",NA,20460
"Pc2109T1C00001093g0000020","-",283,2276
"Pc2109T1C00001093g0000010","+",NA,2276
"Pc2109T1C00001093g0000030","-",255,283
"Pc2109T1C00000100g0000230","-",21446,439
"Pc2109T1C00000100g0000220","+",2120,439
"Pc2109T1C00001093g0000050","-",4661,3629
"Pc2109T1C00001093g0000040","+",255,3629
"Pc2109T1C00001093g0000060","+",4661,4000
"Pc2109T1C00001093g0000070","+",4000,22719
"Pc2109T1C00001093g0000080","+",22719,4162
"Pc2109T1C00001093g0000100","-",325,77
"Pc2109T1C00001093g0000090","+",4162,77
"Pc2109T1C00001093g0000110","+",325,9657
"Pc2109T1C00001093g0000120","+",9657,17834
"Pc2109T1C00000100g0000240","-",14312,21446
"Pc2109T1C00001100g0000010","+",NA,566
"Pc2109T1C00001100g0000020","-",328,566
"Pc2109T1C00001100g0000030","-",665,328
"Pc2109T1C00001100g0000050","-",1205,2131
"Pc2109T1C00001100g0000040","+",665,2131
"Pc2109T1C00001100g0000070","-",51869,1159
"Pc2109T1C00001100g0000060","+",1205,1159
"Pc2109T1C00001100g0000080","-",NA,51869
"Pc2109T1C00001109g0000020","-",32530,3814
"Pc2109T1C00001109g0000030","-",9755,32530
"Pc2109T1C00001109g0000040","-",6677,9755
"Pc2109T1C00000100g0000250","-",NA,14312
"Pc2109T1C00001109g0000050","+",6677,9159
"Pc2109T1C00001109g0000060","-",16910,9159
"Pc2109T1C00001109g0000070","-",7454,16910
"Pc2109T1C00001109g0000080","+",7454,20893
"Pc2109T1C00001109g0000090","+",20893,1314
"Pc2109T1C00001109g0000100","-",19922,1314
"Pc2109T1C00001109g0000110","-",32788,19922
"Pc2109T1C00001109g0000120","-",NA,32788
"Pc2109T1C00001112g0000020","-",381,3498
"Pc2109T1C00000105g0000020","-",813,689
"Pc2109T1C00001112g0000030","+",381,1521
"Pc2109T1C00001112g0000040","-",1176,1521
"Pc2109T1C00001112g0000050","-",1893,1176
"Pc2109T1C00001121g0000030","-",2259,40302
"Pc2109T1C00001121g0000020","+",26465,40302
"Pc2109T1C00001121g0000040","-",NA,2259
"Pc2109T1C00001146g0000020","-",17904,4671
"Pc2109T1C00001146g0000030","-",132,17904
"Pc2109T1C00001146g0000050","-",384,342
"Pc2109T1C00001146g0000040","+",132,342
"Pc2109T1C00000105g0000030","-",505,813
"Pc2109T1C00001146g0000060","-",277,384
"Pc2109T1C00001146g0000070","+",277,210
"Pc2109T1C00001146g0000080","+",210,123
"Pc2109T1C00001146g0000090","+",123,1338
"Pc2109T1C00001146g0000100","+",1338,1647
"Pc2109T1C00001146g0000120","-",960,558
"Pc2109T1C00001146g0000110","+",1647,558
"Pc2109T1C00001146g0000130","+",960,11815
"Pc2109T1C00001146g0000140","-",2877,11815
"Pc2109T1C00001146g0000160","-",1481,641
"Pc2109T1C00001146g0000150","+",2877,641
"Pc2109T1C00001146g0000170","-",1924,1481
"Pc2109T1C00001146g0000180","+",1924,32
"Pc2109T1C00001146g0000200","-",189,22
"Pc2109T1C00001146g0000190","+",32,22
"Pc2109T1C00001146g0000210","+",189,114
"Pc2109T1C00001146g0000220","-",873,114
"Pc2109T1C00001146g0000240","-",156,343
"Pc2109T1C00001146g0000230","+",873,343
"Pc2109T1C00000105g0000040","+",505,546
"Pc2109T1C00000105g0000050","-",3090,546
"Pc2109T1C00001149g0000010","+",NA,5737
"Pc2109T1C00001149g0000030","-",1803,1628
"Pc2109T1C00001149g0000020","+",5737,1628
"Pc2109T1C00001149g0000040","+",1803,4886
"Pc2109T1C00001149g0000050","+",4886,7521
"Pc2109T1C00001149g0000060","+",7521,18560
"Pc2109T1C00001149g0000070","+",18560,47303
"Pc2109T1C00001149g0000080","+",47303,1012
"Pc2109T1C00001149g0000090","+",1012,503
"Pc2109T1C00001149g0000100","+",503,1641
"Pc2109T1C00000105g0000060","-",22,3090
"Pc2109T1C00001149g0000120","-",257,80
"Pc2109T1C00001149g0000110","+",1641,80
"Pc2109T1C00001149g0000130","+",257,89
"Pc2109T1C00001149g0000140","-",309,89
"Pc2109T1C00001149g0000150","-",1679,309
"Pc2109T1C00001149g0000160","+",1679,127
"Pc2109T1C00001149g0000180","-",252,310
"Pc2109T1C00001149g0000170","+",127,310
"Pc2109T1C00001156g0000010","+",NA,2519
"Pc2109T1C00001156g0000020","-",1112,2519
"Pc2109T1C00001156g0000030","-",822,1112
"Pc2109T1C00000012g0000230","+",1779,1260
"Pc2109T1C00000012g0000240","-",30189,1260
"Pc2109T1C00000105g0000070","-",NA,22
"Pc2109T1C00001156g0000040","+",822,912
"Pc2109T1C00001156g0000050","-",732,912
"Pc2109T1C00001156g0000060","+",732,61
"Pc2109T1C00001156g0000070","-",234,61
"Pc2109T1C00001156g0000080","-",2582,234
"Pc2109T1C00001156g0000090","-",2345,2582
"Pc2109T1C00001156g0000100","+",2345,180
"Pc2109T1C00001156g0000110","-",361,180
"Pc2109T1C00001156g0000120","-",25441,361
"Pc2109T1C00000108g0000010","+",NA,1013
"Pc2109T1C00001156g0000130","+",25441,170
"Pc2109T1C00001156g0000140","+",170,51276
"Pc2109T1C00001156g0000150","+",51276,27864
"Pc2109T1C00001156g0000160","+",27864,15988
"Pc2109T1C00001175g0000020","-",2123,43
"Pc2109T1C00001175g0000010","+",NA,43
"Pc2109T1C00001175g0000030","+",2123,1681
"Pc2109T1C00001175g0000050","-",NA,2249
"Pc2109T1C00001175g0000040","+",1681,2249
"Pc2109T1C00001188g0000020","+",26567,56069
"Pc2109T1C00000108g0000030","-",225,2716
"Pc2109T1C00000108g0000020","+",1013,2716
"Pc2109T1C00001206g0000020","-",15617,17685
"Pc2109T1C00001206g0000040","-",1863,27085
"Pc2109T1C00001206g0000030","+",15617,27085
"Pc2109T1C00001206g0000050","-",148,1863
"Pc2109T1C00001206g0000060","+",148,314
"Pc2109T1C00001206g0000070","-",20613,314
"Pc2109T1C00001206g0000080","+",20613,25074
"Pc2109T1C00001206g0000090","+",25074,312
"Pc2109T1C00001206g0000100","-",1888,312
"Pc2109T1C00001206g0000110","+",1888,641
"Pc2109T1C00001206g0000120","-",259,641
"Pc2109T1C00001206g0000130","+",259,481
"Pc2109T1C00001206g0000140","+",481,1266
"Pc2109T1C00001206g0000150","-",NA,1266
"Pc2109T1C00001212g0000020","+",2214,2050
"Pc2109T1C00001212g0000030","+",2050,247
"Pc2109T1C00001223g0000010","+",NA,236
"Pc2109T1C00001223g0000020","-",90,236
"Pc2109T1C00001223g0000030","-",33,90
"Pc2109T1C00001223g0000040","-",3424,33
"Pc2109T1C00000108g0000040","+",225,2333
"Pc2109T1C00001223g0000050","+",3424,462
"Pc2109T1C00001223g0000070","-",NA,805
"Pc2109T1C00001223g0000060","+",462,805
"Pc2109T1C00001225g0000010","+",NA,559
"Pc2109T1C00001225g0000020","-",838,559
"Pc2109T1C00001225g0000030","-",838,838
"Pc2109T1C00001225g0000040","-",NA,838
"Pc2109T1C00001231g0000020","-",NA,244
"Pc2109T1C00001246g0000020","+",4590,4930
"Pc2109T1C00001246g0000040","-",13358,7112
"Pc2109T1C00001246g0000030","+",4930,7112
"Pc2109T1C00000108g0000050","+",2333,31329
"Pc2109T1C00001246g0000050","-",NA,13358
"Pc2109T1C00001265g0000020","-",1075,1362
"Pc2109T1C00001265g0000030","-",2245,1075
"Pc2109T1C00001265g0000040","-",1156,2245
"Pc2109T1C00001265g0000050","+",1156,2086
"Pc2109T1C00001265g0000060","+",2086,14652
"Pc2109T1C00001265g0000080","-",24346,416
"Pc2109T1C00001265g0000070","+",14652,416
"Pc2109T1C00001265g0000100","-",385,201
"Pc2109T1C00001265g0000090","+",24346,201
"Pc2109T1C00000108g0000060","+",31329,17968
"Pc2109T1C00001265g0000110","-",2300,385
"Pc2109T1C00001265g0000120","-",1820,2300
"Pc2109T1C00001265g0000130","-",1769,1820
"Pc2109T1C00001265g0000140","-",2392,1769
"Pc2109T1C00001265g0000150","+",2392,25
"Pc2109T1C00001265g0000170","-",2065,802
"Pc2109T1C00001265g0000160","+",25,802
"Pc2109T1C00001265g0000180","-",1988,2065
"Pc2109T1C00001265g0000190","-",900,1988
"Pc2109T1C00000108g0000070","+",17968,2232
"Pc2109T1C00001265g0000200","+",900,2005
"Pc2109T1C00001265g0000210","+",2005,2037
"Pc2109T1C00001265g0000220","+",2037,453
"Pc2109T1C00001265g0000230","-",NA,453
"Pc2109T1C00001283g0000020","-",134,678
"Pc2109T1C00001283g0000030","-",160,134
"Pc2109T1C00001283g0000040","+",160,925
"Pc2109T1C00001283g0000060","-",6353,2100
"Pc2109T1C00001283g0000050","+",925,2100
"Pc2109T1C00001283g0000080","-",28676,16179
"Pc2109T1C00001283g0000070","+",6353,16179
"Pc2109T1C00000108g0000080","+",2232,591
"Pc2109T1C00001283g0000090","+",28676,1123
"Pc2109T1C00001283g0000100","+",1123,8754
"Pc2109T1C00001283g0000110","-",125239,8754
"Pc2109T1C00001283g0000120","-",236,125239
"Pc2109T1C00001283g0000130","-",1152,236
"Pc2109T1C00001283g0000150","-",6699,843
"Pc2109T1C00001283g0000140","+",1152,843
"Pc2109T1C00001283g0000160","+",6699,272
"Pc2109T1C00001283g0000170","-",7520,272
"Pc2109T1C00001283g0000180","-",772,7520
"Pc2109T1C00000108g0000100","-",200,23
"Pc2109T1C00000108g0000090","+",591,23
"Pc2109T1C00001283g0000190","-",1816,772
"Pc2109T1C00001283g0000200","+",1816,7629
"Pc2109T1C00001283g0000220","-",41378,6942
"Pc2109T1C00001283g0000210","+",7629,6942
"Pc2109T1C00001283g0000230","-",NA,41378
"Pc2109T1C00001284g0000020","-",NA,221
"Pc2109T1C00001286g0000020","-",68176,231
"Pc2109T1C00001286g0000010","+",NA,231
"Pc2109T1C00001286g0000030","-",301,68176
"Pc2109T1C00001286g0000040","-",2998,301
"Pc2109T1C00001286g0000050","-",67,2998
"Pc2109T1C00001286g0000060","-",223,67
"Pc2109T1C00001286g0000070","-",3189,223
"Pc2109T1C00001286g0000080","-",86,3189
"Pc2109T1C00001286g0000100","-",755,127
"Pc2109T1C00001286g0000090","+",86,127
"Pc2109T1C00001286g0000110","-",553,755
"Pc2109T1C00001292g0000020","+",638,186
"Pc2109T1C00001292g0000030","+",186,123
"Pc2109T1C00000108g0000110","+",200,295
"Pc2109T1C00001292g0000040","+",123,155
"Pc2109T1C00001292g0000050","-",338,155
"Pc2109T1C00001292g0000060","+",338,431
"Pc2109T1C00001292g0000070","-",329,431
"Pc2109T1C00001292g0000090","-",232,37
"Pc2109T1C00001292g0000080","+",329,37
"Pc2109T1C00001292g0000100","-",2183,232
"Pc2109T1C00001364g0000010","+",NA,357
"Pc2109T1C00001364g0000030","-",2209,3812
"Pc2109T1C00001364g0000020","+",357,3812
"Pc2109T1C00000108g0000120","+",295,1248
"Pc2109T1C00001364g0000040","+",2209,320
"Pc2109T1C00001364g0000050","+",320,62966
"Pc2109T1C00001364g0000060","-",36,62966
"Pc2109T1C00001364g0000070","-",28,36
"Pc2109T1C00001364g0000080","-",4498,28
"Pc2109T1C00001364g0000090","-",334,4498
"Pc2109T1C00001364g0000100","+",334,2528
"Pc2109T1C00001364g0000110","-",4019,2528
"Pc2109T1C00001364g0000120","-",69,4019
"Pc2109T1C00001364g0000130","-",7698,69
"Pc2109T1C00001364g0000140","-",10367,7698
"Pc2109T1C00000108g0000130","+",1248,1098
"Pc2109T1C00000108g0000140","-",532,1098
"Pc2109T1C00001364g0000150","-",292,10367
"Pc2109T1C00001364g0000160","-",65,292
"Pc2109T1C00001364g0000170","-",120,65
"Pc2109T1C00001364g0000180","-",46,120
"Pc2109T1C00001364g0000190","-",120,46
"Pc2109T1C00001364g0000200","-",170,120
"Pc2109T1C00001364g0000210","+",170,123
"Pc2109T1C00001364g0000220","+",123,381
"Pc2109T1C00001364g0000230","+",381,3052
"Pc2109T1C00001364g0000240","+",3052,1263
"Pc2109T1C00001364g0000250","+",1263,183
"Pc2109T1C00001364g0000260","+",183,614
"Pc2109T1C00001364g0000280","-",6691,28918
"Pc2109T1C00001364g0000270","+",614,28918
"Pc2109T1C00001364g0000290","-",1713,6691
"Pc2109T1C00001364g0000300","-",4920,1713
"Pc2109T1C00001364g0000310","-",5068,4920
"Pc2109T1C00001364g0000320","+",5068,504
"Pc2109T1C00001364g0000330","+",504,217
"Pc2109T1C00000108g0000160","-",NA,4393
"Pc2109T1C00000108g0000150","+",532,4393
"Pc2109T1C00001364g0000350","-",409,172
"Pc2109T1C00001364g0000340","+",217,172
"Pc2109T1C00001364g0000370","-",497,1170
"Pc2109T1C00001364g0000360","+",409,1170
"Pc2109T1C00001364g0000380","-",4110,497
"Pc2109T1C00001364g0000390","-",1503,4110
"Pc2109T1C00001364g0000400","-",343,1503
"Pc2109T1C00001364g0000410","-",384,343
"Pc2109T1C00001364g0000420","-",496,384
"Pc2109T1C00001364g0000430","-",257,496
"Pc2109T1C00001364g0000440","-",637,257
"Pc2109T1C00000109g0000020","-",160,596
"Pc2109T1C00001364g0000450","-",1360,637
"Pc2109T1C00001364g0000460","-",1111,1360
"Pc2109T1C00001364g0000480","-",567,353
"Pc2109T1C00001364g0000470","+",1111,353
"Pc2109T1C00001364g0000490","-",4954,567
"Pc2109T1C00001364g0000500","-",239,4954
"Pc2109T1C00001364g0000510","-",202,239
"Pc2109T1C00001364g0000520","+",202,34
"Pc2109T1C00001364g0000540","-",996,80
"Pc2109T1C00001364g0000530","+",34,80
"Pc2109T1C00001364g0000550","-",213,996
"Pc2109T1C00001364g0000570","-",375,176
"Pc2109T1C00001364g0000560","+",213,176
"Pc2109T1C00001364g0000580","-",23,375
"Pc2109T1C00001364g0000590","-",325,23
"Pc2109T1C00001364g0000600","-",833,325
"Pc2109T1C00001364g0000610","-",368,833
"Pc2109T1C00001364g0000630","-",3003,2204
"Pc2109T1C00001364g0000620","+",368,2204
"Pc2109T1C00000109g0000030","+",160,101
"Pc2109T1C00000109g0000040","-",260,101
"Pc2109T1C00001364g0000640","+",3003,244
"Pc2109T1C00001364g0000650","-",505,244
"Pc2109T1C00001364g0000660","-",221,505
"Pc2109T1C00001372g0000020","+",7951,10814
"Pc2109T1C00001372g0000030","+",10814,2071
"Pc2109T1C00001372g0000040","+",2071,1086
"Pc2109T1C00001372g0000050","+",1086,24630
"Pc2109T1C00001372g0000060","+",24630,1080
"Pc2109T1C00001372g0000070","+",1080,8636
"Pc2109T1C00001372g0000080","+",8636,1054
"Pc2109T1C00001372g0000090","+",1054,9007
"Pc2109T1C00001372g0000100","+",9007,3256
"Pc2109T1C00001372g0000120","-",361,237
"Pc2109T1C00001372g0000110","+",3256,237
"Pc2109T1C00001372g0000140","-",400,224
"Pc2109T1C00001372g0000130","+",361,224
"Pc2109T1C00001372g0000150","-",715,400
"Pc2109T1C00001372g0000160","-",1663,715
"Pc2109T1C00001372g0000170","+",1663,19
"Pc2109T1C00000012g0000250","+",30189,9411
"Pc2109T1C00000109g0000060","-",1332,246
"Pc2109T1C00000109g0000050","+",260,246
"Pc2109T1C00001372g0000180","+",19,556
"Pc2109T1C00001372g0000190","+",556,862
"Pc2109T1C00001372g0000200","-",97,862
"Pc2109T1C00001372g0000210","-",NA,97
