"geneid","strand","fiveprime","threeprime"
"Pc2113T1C00002790g0000100","-",125,83
"Pc2113T1C00002790g0000090","+",83,83
"Pc2113T1C00002790g0000110","-",17,125
"Pc2113T1C00002790g0000120","-",783,17
"Pc2113T1C00002790g0000130","-",249,783
"Pc2113T1C00002790g0000140","+",249,5854
"Pc2113T1C00002790g0000160","-",185,119
"Pc2113T1C00002790g0000150","+",5854,119
"Pc2113T1C00002790g0000170","-",728,185
"Pc2113T1C00002790g0000180","+",728,4073
"Pc2113T1C00002790g0000190","-",6741,4073
"Pc2113T1C00002790g0000200","-",393,6741
"Pc2113T1C00002790g0000210","+",393,162
"Pc2113T1C00002790g0000230","-",699,39
"Pc2113T1C00002790g0000220","+",162,39
"Pc2113T1C00002790g0000250","-",1642,886
"Pc2113T1C00002790g0000240","+",699,886
"Pc2113T1C00002790g0000260","-",721,1642
"Pc2113T1C00000946g0000100","-",16680,366
"Pc2113T1C00000946g0000090","+",862,366
"Pc2113T1C00002790g0000270","-",4356,721
"Pc2113T1C00002790g0000280","+",4356,1407
"Pc2113T1C00002790g0000290","-",2304,1407
"Pc2113T1C00002790g0000300","-",264,2304
"Pc2113T1C00002790g0000310","-",404,264
"Pc2113T1C00002790g0000320","-",895,404
"Pc2113T1C00002790g0000340","-",216,158
"Pc2113T1C00002790g0000330","+",895,158
"Pc2113T1C00002790g0000350","-",272,216
"Pc2113T1C00002790g0000360","-",797,272
"Pc2113T1C00002790g0000370","-",233,797
"Pc2113T1C00002790g0000380","-",547,233
"Pc2113T1C00002790g0000390","-",1062,547
"Pc2113T1C00002790g0000400","-",695,1062
"Pc2113T1C00002790g0000410","-",2142,695
"Pc2113T1C00002790g0000420","-",2989,2142
"Pc2113T1C00002790g0000440","-",533,98
"Pc2113T1C00002790g0000430","+",2989,98
"Pc2113T1C00002790g0000450","-",743,533
"Pc2113T1C00002790g0000460","-",245,743
"Pc2113T1C00000946g0000110","+",16680,6117
"Pc2113T1C00002790g0000470","+",245,220
"Pc2113T1C00002790g0000480","-",29,220
"Pc2113T1C00002790g0000490","-",1592,29
"Pc2113T1C00002790g0000510","-",196,396
"Pc2113T1C00002790g0000500","+",1592,396
"Pc2113T1C00002790g0000530","-",24622,282
"Pc2113T1C00002790g0000520","+",196,282
"Pc2113T1C00002790g0000540","-",8375,24622
"Pc2113T1C00002790g0000550","+",8375,16252
"Pc2113T1C00000946g0000120","+",6117,312
"Pc2113T1C00002790g0000560","+",16252,712
"Pc2113T1C00002790g0000570","-",1233,712
"Pc2113T1C00002790g0000580","-",347,1233
"Pc2113T1C00002790g0000600","-",1271,103
"Pc2113T1C00002790g0000590","+",347,103
"Pc2113T1C00002790g0000620","-",334,58
"Pc2113T1C00002790g0000610","+",1271,58
"Pc2113T1C00002790g0000630","-",11228,334
"Pc2113T1C00002790g0000640","-",3711,11228
"Pc2113T1C00002790g0000650","-",21045,3711
"Pc2113T1C00002790g0000660","-",371,21045
"Pc2113T1C00000946g0000130","+",312,343
"Pc2113T1C00002790g0000670","-",193,371
"Pc2113T1C00002790g0000680","+",193,1147
"Pc2113T1C00002790g0000690","+",1147,1018
"Pc2113T1C00002790g0000700","+",1018,3694
"Pc2113T1C00002790g0000710","-",2098,3694
"Pc2113T1C00002790g0000720","+",2098,273
"Pc2113T1C00002790g0000730","-",894,273
"Pc2113T1C00002790g0000740","-",58,894
"Pc2113T1C00002790g0000750","-",946,58
"Pc2113T1C00000946g0000150","-",2219,196
"Pc2113T1C00000946g0000140","+",343,196
"Pc2113T1C00002790g0000760","+",946,82302
"Pc2113T1C00002790g0000770","+",82302,5607
"Pc2113T1C00002790g0000780","-",45969,5607
"Pc2113T1C00002790g0000790","+",45969,501
"Pc2113T1C00002790g0000810","-",5047,162
"Pc2113T1C00002790g0000800","+",501,162
"Pc2113T1C00002790g0000820","+",5047,65
"Pc2113T1C00002790g0000830","-",3995,65
"Pc2113T1C00002790g0000840","+",3995,957
"Pc2113T1C00002790g0000850","+",957,761
"Pc2113T1C00000946g0000160","-",1734,2219
"Pc2113T1C00002790g0000860","+",761,720
"Pc2113T1C00002790g0000870","-",1846,720
"Pc2113T1C00002790g0000880","+",1846,1943
"Pc2113T1C00002790g0000890","+",1943,6668
"Pc2113T1C00002790g0000900","+",6668,78
"Pc2113T1C00002790g0000910","-",639,78
"Pc2113T1C00002790g0000920","-",244,639
"Pc2113T1C00002790g0000930","+",244,3024
"Pc2113T1C00002790g0000940","-",251,3024
"Pc2113T1C00002790g0000950","-",306,251
"Pc2113T1C00000946g0000170","-",1064,1734
"Pc2113T1C00002790g0000960","+",306,122
"Pc2113T1C00002790g0000970","-",110,122
"Pc2113T1C00002790g0000980","+",110,710
"Pc2113T1C00002790g0000990","+",710,329
"Pc2113T1C00002790g0001000","+",329,1280
"Pc2113T1C00002790g0001010","+",1280,2482
"Pc2113T1C00002790g0001020","-",432,2482
"Pc2113T1C00002790g0001030","-",3449,432
"Pc2113T1C00002790g0001050","-",9,115
"Pc2113T1C00002790g0001040","+",3449,115
"Pc2113T1C00002790g0001060","-",4827,9
"Pc2113T1C00000946g0000180","-",54,1064
"Pc2113T1C00002790g0001070","-",1852,4827
"Pc2113T1C00002790g0001090","-",433,2212
"Pc2113T1C00002790g0001080","+",1852,2212
"Pc2113T1C00002790g0001100","+",433,1422
"Pc2113T1C00002790g0001110","+",1422,352
"Pc2113T1C00002790g0001120","+",352,88
"Pc2113T1C00002790g0001130","-",9544,88
"Pc2113T1C00002790g0001140","+",9544,4029
"Pc2113T1C00002790g0001150","+",4029,1876
"Pc2113T1C00002790g0001160","+",1876,3565
"Pc2113T1C00002790g0001170","+",3565,541
"Pc2113T1C00002790g0001180","+",541,500
"Pc2113T1C00002790g0001190","+",500,358
"Pc2113T1C00002790g0001200","+",358,2602
"Pc2113T1C00002790g0001220","-",490,848
"Pc2113T1C00002790g0001210","+",2602,848
"Pc2113T1C00002790g0001240","-",121,163
"Pc2113T1C00002790g0001230","+",490,163
"Pc2113T1C00002790g0001260","-",418,79
"Pc2113T1C00002790g0001250","+",121,79
"Pc2113T1C00000946g0000200","-",2513,799
"Pc2113T1C00000946g0000190","+",54,799
"Pc2113T1C00002790g0001270","-",797,418
"Pc2113T1C00002790g0001280","+",797,196
"Pc2113T1C00002790g0001290","+",196,42
"Pc2113T1C00002790g0001300","-",1874,42
"Pc2113T1C00002790g0001310","+",1874,48
"Pc2113T1C00002790g0001320","+",48,48
"Pc2113T1C00002790g0001330","+",48,270
"Pc2113T1C00002790g0001340","+",270,29
"Pc2113T1C00002790g0001350","-",5549,29
"Pc2113T1C00002790g0001360","-",1117,5549
"Pc2113T1C00002790g0001380","-",654,864
"Pc2113T1C00002790g0001370","+",1117,864
"Pc2113T1C00002790g0001390","+",654,126
"Pc2113T1C00002790g0001400","-",817,126
"Pc2113T1C00002790g0001410","+",817,1912
"Pc2113T1C00002790g0001420","+",1912,505
"Pc2113T1C00002790g0001430","+",505,449
"Pc2113T1C00002790g0001450","-",226,185
"Pc2113T1C00002790g0001440","+",449,185
"Pc2113T1C00000946g0000210","+",2513,158
"Pc2113T1C00002790g0001460","+",226,154
"Pc2113T1C00002790g0001470","-",647,154
"Pc2113T1C00002790g0001480","-",17539,647
"Pc2113T1C00002790g0001500","-",24142,2435
"Pc2113T1C00002790g0001490","+",17539,2435
"Pc2113T1C00002790g0001510","-",8325,24142
"Pc2113T1C00002790g0001520","+",8325,986
"Pc2113T1C00002790g0001530","-",182,986
"Pc2113T1C00002790g0001540","-",2172,182
"Pc2113T1C00002790g0001550","-",876,2172
"Pc2113T1C00000946g0000220","+",158,346
"Pc2113T1C00002790g0001560","+",876,389
"Pc2113T1C00002790g0001570","+",389,11
"Pc2113T1C00002790g0001580","+",11,2095
"Pc2113T1C00002790g0001590","+",2095,2060
"Pc2113T1C00002790g0001600","+",2060,225
"Pc2113T1C00002790g0001610","+",225,1278
"Pc2113T1C00002790g0001620","+",1278,418
"Pc2113T1C00002790g0001630","-",2631,418
"Pc2113T1C00002790g0001640","+",2631,301
"Pc2113T1C00002790g0001650","+",301,100
"Pc2113T1C00002790g0001660","-",264,100
"Pc2113T1C00000946g0000230","+",346,150
"Pc2113T1C00000946g0000240","-",2755,150
"Pc2113T1C00002790g0001670","-",3774,264
"Pc2113T1C00002790g0001680","-",3716,3774
"Pc2113T1C00002790g0001690","+",3716,261
"Pc2113T1C00002790g0001700","+",261,192
"Pc2113T1C00002790g0001720","-",164,42
"Pc2113T1C00002790g0001710","+",192,42
"Pc2113T1C00002790g0001740","-",147,198
"Pc2113T1C00002790g0001730","+",164,198
"Pc2113T1C00002790g0001750","-",2363,147
"Pc2113T1C00000946g0000250","-",240,2755
"Pc2113T1C00002790g0001760","+",2363,2056
"Pc2113T1C00002790g0001780","-",1452,112
"Pc2113T1C00002790g0001770","+",2056,112
"Pc2113T1C00002790g0001790","+",1452,437
"Pc2113T1C00002790g0001800","-",949,437
"Pc2113T1C00002790g0001820","-",136,333
"Pc2113T1C00002790g0001810","+",949,333
"Pc2113T1C00002790g0001830","+",136,338
"Pc2113T1C00002790g0001840","-",2418,338
"Pc2113T1C00002790g0001850","-",5430,2418
"Pc2113T1C00002790g0001860","-",267,5430
"Pc2113T1C00000946g0000260","-",258,240
"Pc2113T1C00002790g0001880","-",1559,132
"Pc2113T1C00002790g0001870","+",267,132
"Pc2113T1C00002790g0001890","-",229,1559
"Pc2113T1C00002790g0001900","+",229,3066
"Pc2113T1C00002790g0001910","+",3066,7522
"Pc2113T1C00002790g0001920","+",7522,2921
"Pc2113T1C00002790g0001930","+",2921,190
"Pc2113T1C00002790g0001940","-",168,190
"Pc2113T1C00002790g0001950","+",168,391
"Pc2113T1C00000139g0000430","-",9151,826
"Pc2113T1C00000139g0000420","+",18269,826
"Pc2113T1C00000946g0000270","-",6232,258
"Pc2113T1C00002790g0001960","+",391,112
"Pc2113T1C00002790g0001980","-",551,2851
"Pc2113T1C00002790g0001970","+",112,2851
"Pc2113T1C00002790g0001990","-",277,551
"Pc2113T1C00002790g0002000","-",1385,277
"Pc2113T1C00002790g0002010","-",865,1385
"Pc2113T1C00002790g0002020","-",706,865
"Pc2113T1C00002790g0002030","+",706,2055
"Pc2113T1C00002790g0002040","+",2055,2270
"Pc2113T1C00002790g0002050","+",2270,188
"Pc2113T1C00000946g0000280","-",4,6232
"Pc2113T1C00002790g0002070","-",2471,257
"Pc2113T1C00002790g0002060","+",188,257
"Pc2113T1C00002790g0002080","+",2471,32
"Pc2113T1C00002790g0002090","+",32,397
"Pc2113T1C00002790g0002100","+",397,162
"Pc2113T1C00002790g0002110","-",523,162
"Pc2113T1C00002790g0002120","+",523,516
"Pc2113T1C00002790g0002130","-",102,516
"Pc2113T1C00002790g0002140","-",424,102
"Pc2113T1C00002790g0002150","-",1151,424
"Pc2113T1C00002790g0002160","-",648,1151
"Pc2113T1C00000946g0000290","-",31,4
"Pc2113T1C00002790g0002170","+",648,997
"Pc2113T1C00002790g0002180","+",997,370
"Pc2113T1C00002790g0002190","+",370,1180
"Pc2113T1C00002790g0002200","+",1180,526
"Pc2113T1C00002790g0002210","+",526,904
"Pc2113T1C00002790g0002220","+",904,6157
"Pc2113T1C00002790g0002230","+",6157,22
"Pc2113T1C00002790g0002240","+",22,18
"Pc2113T1C00002790g0002250","+",18,3470
"Pc2113T1C00000946g0000300","-",4173,31
"Pc2113T1C00002790g0002260","+",3470,206
"Pc2113T1C00002790g0002280","-",21,18981
"Pc2113T1C00002790g0002270","+",206,18981
"Pc2113T1C00002790g0002290","-",22,21
"Pc2113T1C00002790g0002300","-",194,22
"Pc2113T1C00002790g0002310","-",4542,194
"Pc2113T1C00002790g0002320","-",NA,4542
"Pc2113T1C00002794g0000010","+",NA,60
"Pc2113T1C00002794g0000020","+",60,936
"Pc2113T1C00002794g0000030","-",461,936
"Pc2113T1C00002794g0000040","-",1928,461
"Pc2113T1C00002794g0000050","-",5322,1928
"Pc2113T1C00000946g0000310","-",2694,4173
"Pc2113T1C00002794g0000060","-",856,5322
"Pc2113T1C00002794g0000070","+",856,13239
"Pc2113T1C00002794g0000080","+",13239,27423
"Pc2113T1C00002794g0000100","-",136,151
"Pc2113T1C00002794g0000090","+",27423,151
"Pc2113T1C00002794g0000110","-",7048,136
"Pc2113T1C00002794g0000120","+",7048,1084
"Pc2113T1C00002794g0000130","-",516,1084
"Pc2113T1C00002806g0000020","-",345,17
"Pc2113T1C00000946g0000320","-",4949,2694
"Pc2113T1C00002806g0000040","-",5832,41
"Pc2113T1C00002806g0000030","+",345,41
"Pc2113T1C00002806g0000050","+",5832,5326
"Pc2113T1C00002806g0000060","-",20690,5326
"Pc2113T1C00002806g0000070","-",8052,20690
"Pc2113T1C00002806g0000080","+",8052,2
"Pc2113T1C00002806g0000100","-",30578,2447
"Pc2113T1C00002806g0000090","+",2,2447
"Pc2113T1C00002811g0000010","+",NA,1337
"Pc2113T1C00002811g0000020","-",NA,1337
"Pc2113T1C00000946g0000330","-",217,4949
"Pc2113T1C00002815g0000020","-",576,220
"Pc2113T1C00002815g0000040","-",382,245
"Pc2113T1C00002815g0000030","+",576,245
"Pc2113T1C00002815g0000050","-",101173,382
"Pc2113T1C00002815g0000060","+",101173,296
"Pc2113T1C00002815g0000070","-",664,296
"Pc2113T1C00002815g0000090","-",1818,370
"Pc2113T1C00002815g0000080","+",664,370
"Pc2113T1C00002815g0000100","-",11897,1818
"Pc2113T1C00002815g0000110","+",11897,3178
"Pc2113T1C00002815g0000120","+",3178,1091
"Pc2113T1C00002815g0000130","+",1091,87
"Pc2113T1C00002815g0000140","-",146,87
"Pc2113T1C00002815g0000150","+",146,105
"Pc2113T1C00002815g0000160","-",2211,105
"Pc2113T1C00002815g0000170","-",124,2211
"Pc2113T1C00002815g0000180","+",124,1059
"Pc2113T1C00002815g0000190","-",1731,1059
"Pc2113T1C00002815g0000200","-",331,1731
"Pc2113T1C00002815g0000210","-",440,331
"Pc2113T1C00000946g0000350","-",128,479
"Pc2113T1C00000946g0000340","+",217,479
"Pc2113T1C00002815g0000220","+",440,3365
"Pc2113T1C00002815g0000240","-",1365,63470
"Pc2113T1C00002815g0000230","+",3365,63470
"Pc2113T1C00002815g0000250","+",1365,7363
"Pc2113T1C00002815g0000260","+",7363,2437
"Pc2113T1C00002815g0000280","-",3220,2698
"Pc2113T1C00002815g0000270","+",2437,2698
"Pc2113T1C00002815g0000290","+",3220,748
"Pc2113T1C00002815g0000300","-",4320,748
"Pc2113T1C00002815g0000310","+",4320,2530
"Pc2113T1C00002815g0000330","-",3509,3904
"Pc2113T1C00002815g0000320","+",2530,3904
"Pc2113T1C00002815g0000340","-",708,3509
"Pc2113T1C00002815g0000350","-",1709,708
"Pc2113T1C00002815g0000360","-",310,1709
"Pc2113T1C00002815g0000370","-",2682,310
"Pc2113T1C00002815g0000390","-",3912,3194
"Pc2113T1C00002815g0000380","+",2682,3194
"Pc2113T1C00002815g0000400","-",18040,3912
"Pc2113T1C00002815g0000410","-",9966,18040
"Pc2113T1C00000946g0000370","-",70,78
"Pc2113T1C00000946g0000360","+",128,78
"Pc2113T1C00002815g0000420","-",391,9966
"Pc2113T1C00002815g0000430","+",391,211
"Pc2113T1C00002815g0000440","-",2058,211
"Pc2113T1C00002815g0000450","+",2058,8139
"Pc2113T1C00002815g0000460","-",412,8139
"Pc2113T1C00002815g0000470","-",3683,412
"Pc2113T1C00002815g0000480","+",3683,2057
"Pc2113T1C00002815g0000490","-",104,2057
"Pc2113T1C00002815g0000500","-",821,104
"Pc2113T1C00000946g0000380","-",NA,70
"Pc2113T1C00002815g0000520","-",192,206
"Pc2113T1C00002815g0000510","+",821,206
"Pc2113T1C00002815g0000540","-",2667,149
"Pc2113T1C00002815g0000530","+",192,149
"Pc2113T1C00002815g0000550","+",2667,9
"Pc2113T1C00002815g0000560","+",9,11401
"Pc2113T1C00002815g0000570","-",2538,11401
"Pc2113T1C00002815g0000580","-",439,2538
"Pc2113T1C00002815g0000590","-",637,439
"Pc2113T1C00002815g0000600","+",637,129
"Pc2113T1C00000965g0000020","-",2338,2937
"Pc2113T1C00002815g0000610","+",129,501
"Pc2113T1C00002815g0000620","+",501,630
"Pc2113T1C00002815g0000630","+",630,1537
"Pc2113T1C00002815g0000640","+",1537,134
"Pc2113T1C00002815g0000650","+",134,47
"Pc2113T1C00002815g0000670","-",576,333
"Pc2113T1C00002815g0000660","+",47,333
"Pc2113T1C00002815g0000680","-",2647,576
"Pc2113T1C00002815g0000690","-",81,2647
"Pc2113T1C00002815g0000700","-",5909,81
"Pc2113T1C00002815g0000710","-",616,5909
"Pc2113T1C00000965g0000030","-",12,2338
"Pc2113T1C00002815g0000720","+",616,9332
"Pc2113T1C00002815g0000740","-",12923,22001
"Pc2113T1C00002815g0000730","+",9332,22001
"Pc2113T1C00002815g0000750","+",12923,2110
"Pc2113T1C00002815g0000760","+",2110,151
"Pc2113T1C00002815g0000770","+",151,207
"Pc2113T1C00002815g0000780","+",207,22475
"Pc2113T1C00002815g0000790","-",NA,22475
"Pc2113T1C00002830g0000010","+",NA,111967
"Pc2113T1C00002830g0000020","+",111967,10197
"Pc2113T1C00000965g0000040","-",1583,12
"Pc2113T1C00002830g0000030","+",10197,7334
"Pc2113T1C00002830g0000040","+",7334,16728
"Pc2113T1C00002830g0000050","+",16728,38325
"Pc2113T1C00002830g0000060","+",38325,7234
"Pc2113T1C00002830g0000070","-",567,7234
"Pc2113T1C00002830g0000090","-",208,311
"Pc2113T1C00002830g0000080","+",567,311
"Pc2113T1C00002830g0000100","+",208,33651
"Pc2113T1C00002830g0000110","+",33651,829
"Pc2113T1C00002830g0000120","+",829,234
"Pc2113T1C00000965g0000050","-",4042,1583
"Pc2113T1C00002830g0000130","+",234,18565
"Pc2113T1C00002830g0000140","+",18565,120
"Pc2113T1C00002830g0000150","+",120,10654
"Pc2113T1C00002830g0000160","+",10654,143
"Pc2113T1C00002830g0000170","-",1463,143
"Pc2113T1C00002830g0000180","-",1343,1463
"Pc2113T1C00002830g0000190","+",1343,8134
"Pc2113T1C00002830g0000200","+",8134,1715
"Pc2113T1C00002830g0000210","+",1715,3332
"Pc2113T1C00002830g0000230","-",2164,484
"Pc2113T1C00002830g0000220","+",3332,484
"Pc2113T1C00002830g0000240","+",2164,430
"Pc2113T1C00002830g0000250","-",24474,430
"Pc2113T1C00002830g0000260","-",11565,24474
"Pc2113T1C00002830g0000270","-",9371,11565
"Pc2113T1C00002830g0000280","+",9371,572
"Pc2113T1C00002831g0000010","+",NA,5209
"Pc2113T1C00002831g0000020","-",5387,5209
"Pc2113T1C00002831g0000030","-",4648,5387
"Pc2113T1C00002831g0000040","+",4648,200
"Pc2113T1C00002831g0000050","-",251,200
"Pc2113T1C00000965g0000060","+",4042,94
"Pc2113T1C00002831g0000060","+",251,751
"Pc2113T1C00002831g0000070","-",527,751
"Pc2113T1C00002831g0000090","-",244,131
"Pc2113T1C00002831g0000080","+",527,131
"Pc2113T1C00002831g0000100","-",5115,244
"Pc2113T1C00002831g0000110","+",5115,17478
"Pc2113T1C00002831g0000120","+",17478,2444
"Pc2113T1C00002831g0000130","+",2444,1866
"Pc2113T1C00002831g0000140","+",1866,4954
"Pc2113T1C00000965g0000070","+",94,8357
"Pc2113T1C00000965g0000080","-",25,8357
"Pc2113T1C00002831g0000150","+",4954,30430
"Pc2113T1C00002831g0000160","+",30430,1677
"Pc2113T1C00002831g0000170","+",1677,858
"Pc2113T1C00002831g0000190","-",339,38
"Pc2113T1C00002831g0000180","+",858,38
"Pc2113T1C00002831g0000200","+",339,442
"Pc2113T1C00002831g0000210","-",2490,442
"Pc2113T1C00002831g0000220","+",2490,932
"Pc2113T1C00002831g0000230","-",556,932
"Pc2113T1C00002831g0000240","-",275,556
"Pc2113T1C00002831g0000250","-",74,275
"Pc2113T1C00000965g0000090","-",2,25
"Pc2113T1C00002831g0000260","-",1004,74
"Pc2113T1C00002831g0000270","-",470,1004
"Pc2113T1C00002831g0000280","-",1378,470
"Pc2113T1C00002831g0000290","-",273,1378
"Pc2113T1C00002831g0000300","+",273,41
"Pc2113T1C00002831g0000320","-",NA,4561
"Pc2113T1C00002831g0000310","+",41,4561
"Pc2113T1C00002832g0000020","+",21887,3116
"Pc2113T1C00002832g0000030","-",303,3116
"Pc2113T1C00002832g0000040","-",218,303
"Pc2113T1C00000139g0000440","+",9151,37
"Pc2113T1C00000965g0000100","-",2481,2
"Pc2113T1C00002832g0000050","-",113,218
"Pc2113T1C00002832g0000060","-",83,113
"Pc2113T1C00002832g0000070","-",7292,83
"Pc2113T1C00002832g0000080","+",7292,1963
"Pc2113T1C00002832g0000090","+",1963,10282
"Pc2113T1C00002832g0000100","+",10282,7612
"Pc2113T1C00002832g0000110","+",7612,3309
"Pc2113T1C00002832g0000130","-",4707,5517
"Pc2113T1C00002832g0000120","+",3309,5517
"Pc2113T1C00002832g0000140","-",617,4707
"Pc2113T1C00000965g0000110","-",277,2481
"Pc2113T1C00002832g0000150","+",617,3893
"Pc2113T1C00002832g0000160","+",3893,600
"Pc2113T1C00002832g0000180","-",52,5678
"Pc2113T1C00002832g0000170","+",600,5678
"Pc2113T1C00002832g0000190","-",3290,52
"Pc2113T1C00002832g0000210","-",3215,2330
"Pc2113T1C00002832g0000200","+",3290,2330
"Pc2113T1C00002832g0000220","-",4968,3215
"Pc2113T1C00002832g0000230","+",4968,12854
"Pc2113T1C00000965g0000120","-",3265,277
"Pc2113T1C00002832g0000240","+",12854,30981
"Pc2113T1C00002832g0000250","+",30981,449
"Pc2113T1C00002832g0000260","-",5807,449
"Pc2113T1C00002832g0000270","+",5807,3513
"Pc2113T1C00002832g0000280","-",828,3513
"Pc2113T1C00002832g0000290","+",828,4476
"Pc2113T1C00002832g0000300","-",112,4476
"Pc2113T1C00002832g0000310","-",6751,112
"Pc2113T1C00002832g0000320","+",6751,399
"Pc2113T1C00002832g0000330","-",341,399
"Pc2113T1C00002832g0000340","-",297,341
"Pc2113T1C00000965g0000130","-",14,3265
"Pc2113T1C00002832g0000350","+",297,6790
"Pc2113T1C00002832g0000360","+",6790,2116
"Pc2113T1C00002832g0000370","+",2116,5226
"Pc2113T1C00002832g0000380","-",2051,5226
"Pc2113T1C00002832g0000390","+",2051,40
"Pc2113T1C00002832g0000400","+",40,149
"Pc2113T1C00002832g0000420","-",2664,8192
"Pc2113T1C00002832g0000410","+",149,8192
"Pc2113T1C00002832g0000430","-",1337,2664
"Pc2113T1C00002832g0000440","-",47,1337
"Pc2113T1C00000965g0000140","-",314,14
"Pc2113T1C00002832g0000450","-",1706,47
"Pc2113T1C00002832g0000460","-",NA,1706
"Pc2113T1C00002840g0000010","+",NA,3168
"Pc2113T1C00002840g0000020","+",3168,508
"Pc2113T1C00002840g0000030","+",508,24
"Pc2113T1C00002840g0000050","-",412,1062
"Pc2113T1C00002840g0000040","+",24,1062
"Pc2113T1C00002840g0000070","-",16334,47
"Pc2113T1C00002840g0000060","+",412,47
"Pc2113T1C00002840g0000090","-",5433,38403
"Pc2113T1C00002840g0000080","+",16334,38403
"Pc2113T1C00000965g0000150","-",18,314
"Pc2113T1C00002840g0000100","-",6854,5433
"Pc2113T1C00002840g0000110","-",37809,6854
"Pc2113T1C00002840g0000120","+",37809,27
"Pc2113T1C00002840g0000130","+",27,16
"Pc2113T1C00002840g0000150","-",53,5824
"Pc2113T1C00002840g0000140","+",16,5824
"Pc2113T1C00002840g0000160","-",42,53
"Pc2113T1C00002840g0000170","-",150,42
"Pc2113T1C00002840g0000180","-",42,150
"Pc2113T1C00002840g0000190","-",1620,42
"Pc2113T1C00000965g0000160","-",588,18
"Pc2113T1C00002840g0000200","+",1620,37711
"Pc2113T1C00002840g0000220","-",3166,17602
"Pc2113T1C00002840g0000210","+",37711,17602
"Pc2113T1C00002840g0000230","-",38114,3166
"Pc2113T1C00002840g0000240","-",2100,38114
"Pc2113T1C00002840g0000250","+",2100,634
"Pc2113T1C00002840g0000260","+",634,83
"Pc2113T1C00002840g0000270","-",21,83
"Pc2113T1C00002840g0000280","-",2424,21
"Pc2113T1C00002840g0000290","-",177,2424
"Pc2113T1C00000965g0000170","-",35893,588
"Pc2113T1C00002840g0000300","+",177,98
"Pc2113T1C00002840g0000310","-",167,98
"Pc2113T1C00002840g0000320","-",315,167
"Pc2113T1C00002840g0000330","-",211,315
"Pc2113T1C00002840g0000340","-",2599,211
"Pc2113T1C00002840g0000350","-",1287,2599
"Pc2113T1C00002840g0000360","-",NA,1287
"Pc2113T1C00002845g0000010","+",NA,751
"Pc2113T1C00002845g0000020","-",842,751
"Pc2113T1C00002845g0000030","-",356,842
"Pc2113T1C00000965g0000180","-",39,35893
"Pc2113T1C00002845g0000040","+",356,2283
"Pc2113T1C00002845g0000050","-",18826,2283
"Pc2113T1C00002845g0000060","+",18826,33731
"Pc2113T1C00002845g0000070","+",33731,4114
"Pc2113T1C00002845g0000080","+",4114,27353
"Pc2113T1C00002845g0000090","+",27353,26
"Pc2113T1C00002845g0000100","+",26,1193
"Pc2113T1C00002845g0000110","-",47,1193
"Pc2113T1C00002845g0000120","-",7407,47
"Pc2113T1C00002845g0000130","+",7407,1318
"Pc2113T1C00000965g0000190","-",15798,39
"Pc2113T1C00002845g0000140","+",1318,4894
"Pc2113T1C00002845g0000150","+",4894,1685
"Pc2113T1C00002845g0000160","-",292,1685
"Pc2113T1C00002845g0000170","-",163,292
"Pc2113T1C00002845g0000180","-",NA,163
"Pc2113T1C00002852g0000010","+",NA,8383
"Pc2113T1C00002852g0000020","+",8383,2450
"Pc2113T1C00002852g0000030","-",229,2450
"Pc2113T1C00002852g0000040","-",23020,229
"Pc2113T1C00002852g0000050","-",51711,23020
"Pc2113T1C00002852g0000060","-",990,51711
"Pc2113T1C00000139g0000450","+",37,325
"Pc2113T1C00000965g0000200","-",39,15798
"Pc2113T1C00002852g0000070","+",990,2204
"Pc2113T1C00002852g0000080","+",2204,19481
"Pc2113T1C00002852g0000100","-",1200,1595
"Pc2113T1C00002852g0000090","+",19481,1595
"Pc2113T1C00002852g0000110","+",1200,12474
"Pc2113T1C00002852g0000120","+",12474,1927
"Pc2113T1C00002852g0000130","-",934,1927
"Pc2113T1C00002852g0000140","-",1071,934
"Pc2113T1C00002852g0000150","-",3113,1071
"Pc2113T1C00002852g0000160","-",1870,3113
"Pc2113T1C00002852g0000170","-",1526,1870
"Pc2113T1C00000965g0000210","-",1323,39
"Pc2113T1C00002852g0000180","-",6854,1526
"Pc2113T1C00002852g0000190","-",NA,6854
"Pc2113T1C00002861g0000020","+",514,15966
"Pc2113T1C00002861g0000030","+",15966,32100
"Pc2113T1C00002861g0000040","-",969,32100
"Pc2113T1C00002861g0000050","+",969,30775
"Pc2113T1C00002861g0000060","+",30775,7208
"Pc2113T1C00002861g0000070","-",27016,7208
"Pc2113T1C00002861g0000080","-",207,27016
"Pc2113T1C00002861g0000090","-",766,207
"Pc2113T1C00002861g0000100","-",257,766
"Pc2113T1C00002861g0000110","+",257,3707
"Pc2113T1C00002861g0000120","+",3707,421
"Pc2113T1C00002861g0000130","+",421,327
"Pc2113T1C00002861g0000140","+",327,12499
"Pc2113T1C00002861g0000150","+",12499,26371
"Pc2113T1C00002861g0000170","-",51,1019
"Pc2113T1C00002861g0000160","+",26371,1019
"Pc2113T1C00002861g0000180","-",14665,51
"Pc2113T1C00000965g0000220","+",1323,3102
"Pc2113T1C00002861g0000200","-",NA,741
"Pc2113T1C00002861g0000190","+",14665,741
"Pc2113T1C00002864g0000010","+",NA,4588
"Pc2113T1C00002864g0000020","+",4588,2345
"Pc2113T1C00002864g0000030","+",2345,3787
"Pc2113T1C00002864g0000040","+",3787,543
"Pc2113T1C00002864g0000050","+",543,635
