Orthogroup,P_capsici,P_fragariae,P_infestans,P_parasitica,P_ramorum,P_sojae,Pc2109,Pc2113
OG0009292,KAG1700742.1,KAE8881874.1,PITG_13379,PPTG_00621T0,2507662994,EGZ16476,Pc2109T1C00002539g0000160.1,Pc2113T1C00002216g0000240.1
OG0009293,KAG1700748.1,KAE8881832.1,PITG_13375,PPTG_00626T0,2507662988,EGZ16469,Pc2109T1C00002539g0000090.1,Pc2113T1C00002216g0000160.1
OG0009294,KAG1700752.1,KAE8881841.1,PITG_13371,PPTG_00630T0,2507662984,EGZ16464,Pc2109T1C00002538g0000120.1,Pc2113T1C00002216g0000120.1
OG0009295,KAG1700753.1,KAE8881838.1,PITG_13370,PPTG_00631T0,2507662983,EGZ16463,Pc2109T1C00002538g0000110.1,Pc2113T1C00002216g0000110.1
OG0009296,KAG1700755.1,KAE8881928.1,PITG_13367,PPTG_00633T0,2507662979,EGZ16456,Pc2109T1C00002538g0000070.1,Pc2113T1C00002216g0000070.1
OG0009298,KAG1700778.1,KAE8877813.1,PITG_13354,PPTG_16854T0,2507665480,EGZ16580,Pc2109T1C00001951g0000020.1,Pc2113T1C00002214g0000410.1
OG0009300,KAG1700814.1,KAE8877024.1,PITG_13312,PPTG_16818T0,2507665451,EGZ16616,Pc2109T1C00002534g0000110.1,Pc2113T1C00000228g0000400.1
OG0009301,KAG1700815.1,KAE8877025.1,PITG_13311,PPTG_16817T0,2507665450,EGZ16617,Pc2109T1C00002534g0000100.1,Pc2113T1C00000228g0000410.1
OG0009302,KAG1700819.1,KAE8877022.1,PITG_13307,PPTG_16813T0,2507665448,EGZ16622,Pc2109T1C00002534g0000070.1,Pc2113T1C00000228g0000440.1
OG0009303,KAG1700823.1,KAE8876991.1,PITG_14740,PPTG_16810T0,2507667373,EGZ16626,Pc2109T1C00002534g0000040.1,Pc2113T1C00000228g0000470.1
OG0009304,KAG1700825.1,KAE8876978.1,PITG_13299,PPTG_16805T0,2507667371,EGZ16641,Pc2109T1C00002534g0000010.1,Pc2113T1C00000255g0000050.1
OG0009305,KAG1700829.1,KAE8876979.1,PITG_13302,PPTG_16802T0,2507667657,EGZ16645,Pc2109T1C00002533g0000030.1,Pc2113T1C00000255g0000010.1
OG0009307,KAG1700832.1,KAE8878890.1,PITG_13291,PPTG_16798T0,2507668989,EGZ16653,Pc2109T1C00002693g0000820.1,Pc2113T1C00002212g0001110.1
OG0009308,KAG1700838.1,KAE8878767.1,PITG_13283,PPTG_16793T0,2507664053,EGZ16658,Pc2109T1C00002693g0000770.1,Pc2113T1C00002212g0001060.1
OG0009309,KAG1700839.1,KAE8878898.1,PITG_13284,PPTG_16792T0,2507664054,EGZ16659,Pc2109T1C00002693g0000760.1,Pc2113T1C00002212g0001050.1
OG0009311,KAG1700850.1,KAE8886848.1,PITG_13270,PPTG_16778T0,2507665438,EGZ16678,Pc2109T1C00002693g0000590.1,Pc2113T1C00002212g0000890.1
OG0009312,KAG1700851.1,KAE8886847.1,PITG_13271,PPTG_16779T0,2507665439,EGZ16677,Pc2109T1C00002693g0000600.1,Pc2113T1C00002212g0000900.1
OG0009313,KAG1700852.1,KAE8886854.1,PITG_13269,PPTG_20414T0,2507665437,EGZ16679,Pc2109T1C00002693g0000580.1,Pc2113T1C00002212g0000880.1
OG0009314,KAG1700853.1,KAE8886849.1,PITG_13268,PPTG_16776T0,2507665435,EGZ16681,Pc2109T1C00002693g0000550.1,Pc2113T1C00002212g0000860.1
OG0009315,KAG1700854.1,KAE8886851.1,PITG_13264,PPTG_16774T0,2507665433,EGZ16683,Pc2109T1C00002693g0000530.1,Pc2113T1C00002212g0000840.1
OG0009316,KAG1700855.1,KAE8886850.1,PITG_13265,PPTG_16775T0,2507665434,EGZ16682,Pc2109T1C00002693g0000540.1,Pc2113T1C00002212g0000850.1
OG0009317,KAG1700856.1,KAE8886852.1,PITG_13263,PPTG_16772T0,2507665432,EGZ16684,Pc2109T1C00002693g0000520.1,Pc2113T1C00002212g0000830.1
OG0009318,KAG1700857.1,KAE8886941.1,PITG_13262,PPTG_16771T0,2507665431,EGZ16685,Pc2109T1C00002693g0000510.1,Pc2113T1C00002212g0000820.1
OG0009319,KAG1700858.1,KAE8886949.1,PITG_13261,PPTG_16770T0,2507665430,EGZ16686,Pc2109T1C00002693g0000500.1,Pc2113T1C00002212g0000810.1
OG0009321,KAG1700864.1,KAE8886945.1,PITG_13257,PPTG_16766T0,2507665428,EGZ16690,Pc2109T1C00002693g0000460.1,Pc2113T1C00002212g0000780.1
OG0009322,KAG1700865.1,KAE8886944.1,PITG_13256,PPTG_06403T0,2507665427,EGZ16691,Pc2109T1C00002693g0000450.1,Pc2113T1C00002212g0000770.1
OG0009323,KAG1700866.1,KAE8886942.1,PITG_13255,PPTG_06402T0,2507665426,EGZ16692,Pc2109T1C00002693g0000440.1,Pc2113T1C00002212g0000760.1
OG0009324,KAG1700870.1,KAE8887074.1,PITG_13252,PPTG_16763T0,2507665425,EGZ16697,Pc2109T1C00002693g0000410.1,Pc2113T1C00002212g0000730.1
OG0009325,KAG1700872.1,KAE8887072.1,PITG_13249,PPTG_16760T0,2507667187,EGZ16700,Pc2109T1C00002693g0000380.1,Pc2113T1C00002212g0000700.1
OG0009326,KAG1700873.1,KAE8887073.1,PITG_13248,PPTG_16759T0,2507667188,EGZ16701,Pc2109T1C00002693g0000370.1,Pc2113T1C00002212g0000690.1
OG0009329,KAG1700979.1,KAE8890526.1,PITG_14364,PPTG_05926T0,2507662432,EGZ19413,Pc2109T1C00001601g0000080.1,Pc2113T1C00002815g0000680.1
OG0009330,KAG1700980.1,KAE8890745.1,PITG_14363,PPTG_05925T0,2507662431,EGZ19412,Pc2109T1C00001601g0000090.1,Pc2113T1C00002815g0000670.1
OG0009331,KAG1700981.1,KAE8890746.1,PITG_14362,PPTG_05924T0,2507662430,EGZ19411,Pc2109T1C00001601g0000100.1,Pc2113T1C00002815g0000660.1
OG0009332,KAG1700990.1,KAE8890664.1,PITG_18538,PPTG_05918T0,2507662426,EGZ19400,Pc2109T1C00001601g0000130.1,Pc2113T1C00002815g0000620.1
OG0009333,KAG1700993.1,KAE8890630.1,PITG_14353,PPTG_05916T0,2507662424,EGZ19395,Pc2109T1C00003299g0000900.1,Pc2113T1C00002815g0000530.1
OG0009334,KAG1700996.1,KAE8890628.1,PITG_18543,PPTG_05914T0,2507662423,EGZ19393,Pc2109T1C00003299g0000880.1,Pc2113T1C00002815g0000510.1
OG0009336,KAG1701006.1,KAE8890725.1,PITG_18521,PPTG_05906T0,2507662418,EGZ19384,Pc2109T1C00003299g0000800.1,Pc2113T1C00002815g0000450.1
OG0009337,KAG1701009.1,KAE8890722.1,PITG_18518,PPTG_05904T0,2507662416,EGZ19382,Pc2109T1C00003299g0000780.1,Pc2113T1C00002815g0000430.1
OG0009338,KAG1701010.1,KAE8890822.1,PITG_18509,PPTG_05901T0,2507662414,EGZ28703,Pc2109T1C00003299g0000730.1,Pc2113T1C00002815g0000380.1
OG0009340,KAG1701022.1,KAE8915155.1,PITG_01342,PPTG_01668T0,2507657954,EGZ17093,Pc2109T1C00002710g0000540.1,Pc2113T1C00002636g0000270.1
OG0009341,KAG1701024.1,KAE8915905.1,PITG_01349,PPTG_01671T0,2507657957,EGZ17083,Pc2109T1C00000275g0000020.1,Pc2113T1C00002636g0000240.1
OG0009342,KAG1701028.1,KAE8916128.1,PITG_01358,PPTG_11966T0,2507657959,EGZ17047,Pc2109T1C00000275g0000120.1,Pc2113T1C00002636g0000160.1
OG0009343,KAG1701032.1,KAE8916123.1,PITG_01361,PPTG_11969T0,2507657963,EGZ17045,Pc2109T1C00000275g0000150.1,Pc2113T1C00002636g0000140.1
OG0009344,KAG1701033.1,KAE8916121.1,PITG_01362,PPTG_11970T0,2507657964,EGZ17044,Pc2109T1C00000275g0000160.1,Pc2113T1C00002636g0000130.1
OG0009345,KAG1701035.1,KAE8916120.1,PITG_01365,PPTG_11972T0,2507657966,EGZ17042,Pc2109T1C00000275g0000180.1,Pc2113T1C00002636g0000120.1
OG0009346,KAG1701037.1,KAE8915358.1,PITG_01367,PPTG_11974T0,2507657968,EGZ17039,Pc2109T1C00000275g0000200.1,Pc2113T1C00002636g0000100.1
OG0009347,KAG1701038.1,KAE8915361.1,PITG_01368,PPTG_11975T0,2507657969,EGZ17038,Pc2109T1C00000275g0000210.1,Pc2113T1C00002636g0000090.1
OG0009348,KAG1701039.1,KAE8915360.1,PITG_01370,PPTG_11976T0,2507657971,EGZ17033,Pc2109T1C00000275g0000230.1,Pc2113T1C00002636g0000080.1
OG0009349,KAG1701067.1,KAE8915147.1,PITG_12904,PPTG_12001T0,2507657990,EGZ17001,Pc2109T1C00002480g0000240.1,Pc2113T1C00002383g0000090.1
OG0009350,KAG1701068.1,KAE8915599.1,PITG_12905,PPTG_18572T0,2507657991,EGZ17002,Pc2109T1C00002480g0000230.1,Pc2113T1C00002383g0000100.1
OG0009351,KAG1701070.1,KAE8915602.1,PITG_01388,PPTG_18570T0,2507657993,EGZ17004,Pc2109T1C00002480g0000210.1,Pc2113T1C00002383g0000120.1
OG0009352,KAG1701071.1,KAE8915603.1,PITG_01389,PPTG_12003T0,2507657994,EGZ17005,Pc2109T1C00002480g0000200.1,Pc2113T1C00002383g0000130.1
OG0009353,KAG1701076.1,KAE8915146.1,PITG_01396,PPTG_12007T0,2507657997,EGZ16995,Pc2109T1C00002480g0000160.1,Pc2113T1C00002383g0000170.1
OG0009354,KAG1701077.1,KAE8915139.1,PITG_01397,PPTG_12009T0,2507657998,EGZ16994,Pc2109T1C00002480g0000170.1,Pc2113T1C00002383g0000160.1
OG0009355,KAG1701082.1,KAE8915517.1,PITG_01401,PPTG_12014T0,2507658005,EGZ16979,Pc2109T1C00002480g0000120.1,Pc2113T1C00002383g0000210.1
OG0009356,KAG1701084.1,KAE8915515.1,PITG_01403,PPTG_12016T0,2507658006,EGZ16977,Pc2109T1C00002480g0000100.1,Pc2113T1C00002383g0000230.1
OG0009357,KAG1701086.1,KAE8915513.1,PITG_01405,PPTG_12018T0,2507658008,EGZ16975,Pc2109T1C00002480g0000080.1,Pc2113T1C00002383g0000250.1
OG0009361,KAG1701119.1,KAE8915565.1,PITG_01425,PPTG_12045T0,2507658028,EGZ16938,Pc2109T1C00002478g0000490.1,Pc2113T1C00002385g0000270.1
OG0009362,KAG1701121.1,KAE8915567.1,PITG_01427,PPTG_12047T0,2507658030,EGZ16936,Pc2109T1C00002478g0000470.1,Pc2113T1C00002385g0000310.1
OG0009363,KAG1701149.1,KAE8915382.1,PITG_01445,PPTG_12067T0,2507658042,EGZ16911,Pc2109T1C00002478g0000240.1,Pc2113T1C00002385g0000550.1
OG0009364,KAG1701150.1,KAE8915383.1,PITG_01447,PPTG_12069T0,2507658043,EGZ16912,Pc2109T1C00002478g0000250.1,Pc2113T1C00002385g0000530.1
OG0009365,KAG1701155.1,KAE8916039.1,PITG_01449,PPTG_12071T0,2507658045,EGZ16908,Pc2109T1C00002478g0000220.1,Pc2113T1C00002385g0000570.1
OG0009366,KAG1701162.1,KAE8915225.1,PITG_17748,PPTG_12115T0,2507666958,EGZ16833,Pc2109T1C00000191g0000220.1,Pc2113T1C00002875g0000260.1
OG0009367,KAG1701163.1,KAE8915224.1,PITG_17747,PPTG_12116T0,2507666957,EGZ16832,Pc2109T1C00000191g0000210.1,Pc2113T1C00002875g0000250.1
OG0009370,KAG1701469.1,KAE8914122.1,PITG_18014,PPTG_02472T0,2507655904,EGZ23952,Pc2109T1C00002404g0000340.1,Pc2113T1C00000139g0000300.1
OG0009371,KAG1701471.1,KAE8914126.1,PITG_18016,PPTG_02470T0,2507655906,EGZ23953,Pc2109T1C00002404g0000360.1,Pc2113T1C00000139g0000320.1
OG0009374,KAG1701492.1,KAE8899764.1,PITG_10929,PPTG_02446T0,2507655919,EGZ23973,Pc2109T1C00002404g0000510.1,Pc2113T1C00000139g0000510.1
OG0009375,KAG1701493.1,KAE8899765.1,PITG_10930,PPTG_02445T0,2507655920,EGZ23974,Pc2109T1C00002404g0000520.1,Pc2113T1C00000139g0000520.1
OG0009377,KAG1701517.1,KAE8899961.1,PITG_10951,PPTG_02424T0,2507655941,EGZ23997,Pc2109T1C00002404g0000650.1,Pc2113T1C00000139g0000680.1
OG0009378,KAG1701520.1,KAE8900029.1,PITG_10954,PPTG_02421T0,2507655944,EGZ24000,Pc2109T1C00002404g0000720.1,Pc2113T1C00002405g0000720.1
OG0009379,KAG1701527.1,KAE8900034.1,PITG_10965,PPTG_02407T0,2507655947,EGZ24019,Pc2109T1C00002404g0000760.1,Pc2113T1C00002405g0000680.1
OG0009380,KAG1701528.1,KAE8900035.1,PITG_10966,PPTG_02406T0,2507655948,EGZ24020,Pc2109T1C00002404g0000770.1,Pc2113T1C00002405g0000670.1
OG0009381,KAG1701529.1,KAE8899836.1,PITG_10967,PPTG_02405T0,2507655949,EGZ24021,Pc2109T1C00002404g0000780.1,Pc2113T1C00002405g0000660.1
OG0009382,KAG1701561.1,KAE8899711.1,PITG_10998,PPTG_02371T0,2507655970,EGZ24051,Pc2109T1C00002404g0001080.1,Pc2113T1C00002405g0000280.1
OG0009383,KAG1701562.1,KAE8899788.1,PITG_11000,PPTG_02369T0,2507655972,EGZ24053,Pc2109T1C00002404g0001100.1,Pc2113T1C00002405g0000260.1
OG0009389,KAG1701582.1,KAE8900006.1,PITG_11019,PPTG_02341T0,2507655981,EGZ24074,Pc2109T1C00002404g0001270.1,Pc2113T1C00002405g0000070.1
OG0009394,KAG1701607.1,KAE8907633.1,PITG_11044,PPTG_02313T0,2507655998,EGZ24125,Pc2109T1C00002404g0001550.1,Pc2113T1C00002403g0000780.1
OG0009395,KAG1701608.1,KAE8907634.1,PITG_11045,PPTG_02312T0,2507655999,EGZ24126,Pc2109T1C00002404g0001560.1,Pc2113T1C00002403g0000770.1
OG0009396,KAG1701609.1,KAE8907635.1,PITG_11046,PPTG_02311T0,2507656000,EGZ24127,Pc2109T1C00002404g0001570.1,Pc2113T1C00002403g0000760.1
OG0009397,KAG1701618.1,KAE8907708.1,PITG_11057,PPTG_02302T0,2507656005,EGZ24135,Pc2109T1C00002404g0001590.1,Pc2113T1C00002403g0000730.1
OG0009398,KAG1701622.1,KAE8907465.1,PITG_11061,PPTG_02297T0,2507656012,EGZ24144,Pc2109T1C00002685g0000110.1,Pc2113T1C00002403g0000600.1
OG0009399,KAG1701624.1,KAE8907464.1,PITG_11063,PPTG_02295T0,2507656014,EGZ24147,Pc2109T1C00002685g0000120.1,Pc2113T1C00002403g0000590.1
OG0009400,KAG1701627.1,KAE8907571.1,PITG_11069,PPTG_02292T0,2507656017,EGZ24149,Pc2109T1C00002685g0000150.1,Pc2113T1C00002403g0000560.1
OG0009401,KAG1701629.1,KAE8907569.1,PITG_11071,PPTG_02290T0,2507656018,EGZ24150,Pc2109T1C00002685g0000170.1,Pc2113T1C00002403g0000540.1
OG0009402,KAG1701631.1,KAE8907568.1,PITG_11075,PPTG_02289T0,2507656019,EGZ24151,Pc2109T1C00002685g0000180.1,Pc2113T1C00002403g0000530.1
OG0009403,KAG1701632.1,KAE8907575.1,PITG_11076,PPTG_02288T0,2507656020,EGZ24152,Pc2109T1C00002685g0000190.1,Pc2113T1C00002403g0000520.1
OG0009404,KAG1701633.1,KAE8907574.1,PITG_11077,PPTG_02287T0,2507656021,EGZ24153,Pc2109T1C00002685g0000200.1,Pc2113T1C00002403g0000510.1
OG0009405,KAG1701635.1,KAE8907572.1,PITG_11081,PPTG_02285T0,2507656022,EGZ24156,Pc2109T1C00002685g0000230.1,Pc2113T1C00002403g0000480.1
OG0009406,KAG1701636.1,KAE8907567.1,PITG_11082,PPTG_02284T0,2507656023,EGZ24157,Pc2109T1C00002685g0000240.1,Pc2113T1C00002403g0000470.1
OG0009407,KAG1701637.1,KAE8907566.1,PITG_11083,PPTG_02283T0,2507656024,EGZ24158,Pc2109T1C00002685g0000250.1,Pc2113T1C00002403g0000460.1
OG0009408,KAG1701638.1,KAE8907321.1,PITG_11084,PPTG_02281T0,2507656025,EGZ24159,Pc2109T1C00002685g0000260.1,Pc2113T1C00002403g0000450.1
OG0009409,KAG1701640.1,KAE8907323.1,PITG_11086,PPTG_02280T0,2507656027,EGZ24161,Pc2109T1C00002685g0000280.1,Pc2113T1C00002403g0000410.1
OG0009410,KAG1701758.1,KAE8905264.1,PITG_05885,PPTG_00329T0,2507663382,EGZ12320,Pc2109T1C00002349g0000050.1,Pc2113T1C00003130g0000400.1
OG0009411,KAG1701766.1,KAE8905608.1,PITG_05867,PPTG_00309T0,2507663394,EGZ12349,Pc2109T1C00002350g0000060.1,Pc2113T1C00003130g0000260.1
OG0009412,KAG1701767.1,KAE8905611.1,PITG_05868,PPTG_00310T0,2507663393,EGZ12348,Pc2109T1C00002350g0000050.1,Pc2113T1C00003130g0000270.1
OG0009413,KAG1701769.1,KAE8905634.1,PITG_05863,PPTG_00304T0,2507663396,EGZ12353,Pc2109T1C00002350g0000100.1,Pc2113T1C00003130g0000220.1
OG0009414,KAG1701772.1,KAE8905385.1,PITG_05862,PPTG_00306T0,2507663397,EGZ12355,Pc2109T1C00002350g0000120.1,Pc2113T1C00003130g0000200.1
OG0009416,KAG1701789.1,KAE8905380.1,PITG_05855,PPTG_00298T0,2507663401,EGZ12360,Pc2109T1C00002350g0000170.1,Pc2113T1C00003130g0000150.1
OG0009417,KAG1701816.1,KAE8905737.1,PITG_05806,PPTG_00246T0,2507657389,EGZ12411,Pc2109T1C00002350g0000680.1,Pc2113T1C00003127g0000520.1
OG0009418,KAG1701817.1,KAE8905736.1,PITG_05804,PPTG_00244T0,2507657391,EGZ12412,Pc2109T1C00002350g0000660.1,Pc2113T1C00003127g0000540.1
OG0009419,KAG1701818.1,KAE8911480.1,PITG_05805,PPTG_00245T0,2507657390,EGZ09417,Pc2109T1C00002350g0000670.1,Pc2113T1C00003127g0000530.1
OG0009420,KAG1701820.1,KAE8905738.1,PITG_05799,PPTG_00241T0,2507657392,EGZ12414,Pc2109T1C00002350g0000640.1,Pc2113T1C00003127g0000560.1
OG0009422,KAG1701830.1,KAE8905900.1,PITG_05781,PPTG_00231T0,2507657400,EGZ12423,Pc2109T1C00002350g0000550.1,Pc2113T1C00003128g0000100.1
OG0009423,KAG1701832.1,KAE8905899.1,PITG_05780,PPTG_00230T0,2507657401,EGZ12424,Pc2109T1C00002350g0000530.1,Pc2113T1C00003128g0000130.1
OG0009424,KAG1701847.1,KAE8890841.1,PITG_05777,PPTG_00227T0,2507657405,EGZ26281,Pc2109T1C00002350g0000520.1,Pc2113T1C00003128g0000140.1
OG0009425,KAG1701853.1,KAE8905416.1,PITG_05757,PPTG_00215T0,2507657408,EGZ12459,Pc2109T1C00002350g0000720.1,Pc2113T1C00003127g0000470.1
OG0009426,KAG1701860.1,KAE8905297.1,PITG_05762,PPTG_00209T0,2507657414,EGZ12474,Pc2109T1C00002350g0000820.1,Pc2113T1C00003127g0000360.1
OG0009427,KAG1701861.1,KAE8905296.1,PITG_05764,PPTG_00208T0,2507657415,EGZ12475,Pc2109T1C00002350g0000810.1,Pc2113T1C00003127g0000370.1
OG0009430,KAG1701867.1,KAE8905273.1,PITG_05752,PPTG_00199T0,2507657417,EGZ12478,Pc2109T1C00002350g0000850.1,Pc2113T1C00003127g0000330.1
OG0009431,KAG1701869.1,KAE8905516.1,PITG_05749,PPTG_00195T0,2507657418,EGZ12480,Pc2109T1C00002350g0000870.1,Pc2113T1C00003127g0000310.1
OG0009432,KAG1701871.1,KAE8905521.1,PITG_05748,PPTG_19245T0,2507657419,EGZ12482,Pc2109T1C00002350g0000890.1,Pc2113T1C00003127g0000290.1
OG0009433,KAG1701872.1,KAE8905520.1,PITG_05747,PPTG_00193T0,2507657420,EGZ12483,Pc2109T1C00002350g0000900.1,Pc2113T1C00003127g0000280.1
OG0009434,KAG1701873.1,KAE8905518.1,PITG_05746,PPTG_00192T0,2507657421,EGZ12484,Pc2109T1C00002350g0000910.1,Pc2113T1C00003127g0000270.1
OG0009435,KAG1701874.1,KAE8905522.1,PITG_05745,PPTG_00191T0,2507657422,EGZ12485,Pc2109T1C00002350g0000920.1,Pc2113T1C00003127g0000260.1
OG0009436,KAG1701875.1,KAE8905760.1,PITG_05742,PPTG_00190T0,2507657423,EGZ12486,Pc2109T1C00002350g0000930.1,Pc2113T1C00003127g0000250.1
OG0009437,KAG1701877.1,KAE8905761.1,PITG_05741,PPTG_00189T0,2507657424,EGZ12489,Pc2109T1C00002350g0000940.1,Pc2113T1C00003127g0000240.1
OG0009438,KAG1701878.1,KAE8905762.1,PITG_05740,PPTG_00188T0,2507657425,EGZ12490,Pc2109T1C00002350g0000950.1,Pc2113T1C00003127g0000230.1
OG0009439,KAG1701879.1,KAE8905756.1,PITG_05738,PPTG_00187T0,2507657426,EGZ12491,Pc2109T1C00002350g0000960.1,Pc2113T1C00003127g0000220.1
OG0009440,KAG1701881.1,KAE8905353.1,PITG_05736,PPTG_00185T0,2507657428,EGZ12493,Pc2109T1C00002350g0000980.1,Pc2113T1C00003127g0000200.1
OG0009441,KAG1701882.1,KAE8905358.1,PITG_05734,PPTG_19247T0,2507657429,EGZ12496,Pc2109T1C00002350g0000990.1,Pc2113T1C00003127g0000190.1
OG0009442,KAG1701884.1,KAE8882884.1,PITG_05731,PPTG_19250T0,2507667365,EGZ12737,Pc2109T1C00002350g0002570.1,Pc2113T1C00003122g0000090.1
OG0009444,KAG1701898.1,KAE8905604.1,PITG_18375,PPTG_00180T0,2507657444,EGZ12526,Pc2109T1C00002350g0001230.1,Pc2113T1C00001510g0000210.1
OG0009445,KAG1701899.1,KAE8905605.1,PITG_18376,PPTG_00177T0,2507657443,EGZ12525,Pc2109T1C00002350g0001220.1,Pc2113T1C00001510g0000200.1
OG0009446,KAG1701901.1,KAE8905860.1,PITG_18378,PPTG_00179T0,2507657440,EGZ12523,Pc2109T1C00002350g0001200.1,Pc2113T1C00001510g0000180.1
OG0009447,KAG1701902.1,KAE8905858.1,PITG_18379,PPTG_00176T0,2507657439,EGZ12519,Pc2109T1C00002350g0001190.1,Pc2113T1C00001510g0000170.1
OG0009449,KAG1701913.1,KAE8905862.1,PITG_18384,PPTG_19258T0,2507657437,EGZ12514,Pc2109T1C00002350g0001140.1,Pc2113T1C00001510g0000120.1
OG0009450,KAG1701917.1,KAE8905467.1,PITG_18370,PPTG_00171T0,2507657448,EGZ12542,Pc2109T1C00002350g0001290.1,Pc2113T1C00001510g0000270.1
OG0009452,KAG1701921.1,KAE8905530.1,PITG_18366,PPTG_19264T0,2507668505,EGZ12548,Pc2109T1C00002350g0001330.1,Pc2113T1C00001510g0000320.1
OG0009453,KAG1701928.1,KAE8905525.1,PITG_18360,PPTG_00169T0,2507657449,EGZ12553,Pc2109T1C00002350g0001380.1,Pc2113T1C00001510g0000380.1
OG0009458,KAG1701959.1,KAE8905570.1,PITG_18330,PPTG_00131T0,2507657466,EGZ12597,Pc2109T1C00002350g0001630.1,Pc2113T1C00003123g0000580.1
OG0009459,KAG1701962.1,KAE8905568.1,PITG_18328,PPTG_00129T0,2507657468,EGZ12599,Pc2109T1C00002350g0001650.1,Pc2113T1C00003123g0000560.1
OG0009460,KAG1701968.1,KAE8905341.1,PITG_18314,PPTG_00112T0,2507657472,EGZ12603,Pc2109T1C00002350g0001690.1,Pc2113T1C00003123g0000510.1
OG0009461,KAG1701969.1,KAE8905340.1,PITG_18315,PPTG_00111T0,2507657473,EGZ12602,Pc2109T1C00002350g0001700.1,Pc2113T1C00003123g0000500.1
OG0009462,KAG1701970.1,KAE8905349.1,PITG_18316,PPTG_00110T0,2507657474,EGZ12609,Pc2109T1C00002350g0001710.1,Pc2113T1C00003123g0000490.1
OG0009464,KAG1701980.1,KAE8905745.1,PITG_18304,PPTG_00092T0,2507657482,EGZ12624,Pc2109T1C00002350g0001810.1,Pc2113T1C00003123g0000380.1
OG0009465,KAG1701981.1,KAE8905746.1,PITG_18303,PPTG_00093T0,2507657483,EGZ12625,Pc2109T1C00002350g0001800.1,Pc2113T1C00003123g0000390.1
OG0009466,KAG1701984.1,KAE8905748.1,PITG_18299,PPTG_00096T0,2507657486,EGZ12627,Pc2109T1C00002350g0001850.1,Pc2113T1C00003123g0000340.1
OG0009467,KAG1701986.1,KAE8905818.1,PITG_18295,PPTG_00089T0,2507657490,EGZ12633,Pc2109T1C00002350g0001890.1,Pc2113T1C00003123g0000300.1
OG0009468,KAG1701987.1,KAE8905817.1,PITG_18296,PPTG_00090T0,2507657489,EGZ12632,Pc2109T1C00002350g0001880.1,Pc2113T1C00003123g0000310.1
OG0009469,KAG1701989.1,KAE8905747.1,PITG_18297,PPTG_00097T0,2507657487,EGZ12626,Pc2109T1C00002350g0001860.1,Pc2113T1C00003123g0000330.1
OG0009470,KAG1701992.1,KAE8905407.1,PITG_18289,PPTG_00085T0,2507657494,EGZ12639,Pc2109T1C00002350g0001930.1,Pc2113T1C00003123g0000260.1
OG0009471,KAG1702125.1,KAE8898616.1,PITG_21055,PPTG_17347T0,2507669469,EGZ08537,Pc2109T1C00002548g0000110.1,Pc2113T1C00002891g0001860.1
OG0009474,KAG1702170.1,KAE8898487.1,PITG_04078,PPTG_15292T0,2507655704,EGZ08456,Pc2109T1C00002548g0000500.1,Pc2113T1C00000929g0000060.1
OG0009476,KAG1702179.1,KAE8898496.1,PITG_04114,PPTG_17172T0,2507655711,EGZ08450,Pc2109T1C00002548g0000550.1,Pc2113T1C00002891g0001400.1
OG0009477,KAG1702180.1,KAE8898681.1,PITG_04115,PPTG_17171T0,2507655713,EGZ08448,Pc2109T1C00002967g0000390.1,Pc2113T1C00002647g0000300.1
OG0009478,KAG1702182.1,KAE8898690.1,PITG_04105,PPTG_17168T0,2507655715,EGZ08438,Pc2109T1C00002548g0000580.1,Pc2113T1C00002891g0001370.1
OG0009479,KAG1702186.1,KAE8898684.1,PITG_04112,PPTG_17174T0,2507655717,EGZ08430,Pc2109T1C00002548g0000620.1,Pc2113T1C00002891g0001340.1
OG0009480,KAG1702188.1,KAE8898686.1,PITG_04111,PPTG_17178T0,2507655718,EGZ08428,Pc2109T1C00002548g0000640.1,Pc2113T1C00002891g0001320.1
OG0009481,KAG1702190.1,KAE8898385.1,PITG_04108,PPTG_17180T0,2507655720,EGZ08426,Pc2109T1C00002548g0000660.1,Pc2113T1C00002891g0001300.1
OG0009482,KAG1702195.1,KAE8898742.1,PITG_04124,PPTG_17186T0,2507655725,EGZ08421,Pc2109T1C00002548g0000710.1,Pc2113T1C00002891g0001250.1
OG0009483,KAG1702197.1,KAE8898738.1,PITG_04126,PPTG_17188T0,2507655726,EGZ08419,Pc2109T1C00002548g0000720.1,Pc2113T1C00002891g0001220.1
OG0009484,KAG1702215.1,KAE8898523.1,PITG_04156,PPTG_07716T0,2507655737,EGZ08357,Pc2109T1C00002462g0000340.1,Pc2113T1C00002891g0000980.1
OG0009485,KAG1702224.1,KAE8913113.1,PITG_04175,PPTG_19503T0,2507655742,EGZ08380,Pc2109T1C00002462g0000490.1,Pc2113T1C00002891g0000840.1
OG0009486,KAG1702226.1,KAE8898279.1,PITG_08714,PPTG_06467T0,2507655744,EGZ05813,Pc2109T1C00002462g0000530.1,Pc2113T1C00002891g0000830.1
OG0009487,KAG1702227.1,KAE8898465.1,PITG_04181,PPTG_20105T0,2507655746,EGZ08391,Pc2109T1C00002462g0000560.1,Pc2113T1C00002891g0000790.1
OG0009488,KAG1702228.1,KAE8898460.1,PITG_04180,PPTG_07699T0,2507655747,EGZ08392,Pc2109T1C00002462g0000570.1,Pc2113T1C00002891g0000780.1
